RNA;nom;sigle;description;etat;dateDeValidationStatuts;siege;liste_activites;contact_adresse;contact_cp;contact_ville;site_web;anneeCreation
W332018335;Fish & Shoes;;Créer, promouvoir et développer des activités artistiques sur le territoire.;Validée;2015-02-27;Bordeaux;Hip hop;65 rue Elie Gintrac;33000;Bordeaux;;2015
W332012387-004;Centres d'animation de Bordeaux - Centre d'animation Bastide Benauge;;Les Centres d’animation de Bordeaux se composent aujourd’hui de 11 centres d’animation à vocation sociale et culturelle répartis sur les deux rives de Bordeaux. Le centre d’animation Bastide Benauge propose un large panel d’activités et anime le pôle d’excellence artistique et culturel danses;Validée;2016-10-17;Bordeaux;"Centres d'animation / Centres sociaux;Accompagnement à la personne;Soutien scolaire;Aide à la personne;Aide aux familles;Centres de loisirs;Activités péri et extra scolaires;Formation, formation continue, apprentissage;Cinéma/Vidéo;Futsal;Gymnastique volontaire;Pilates;Jeux de société;Randonnée pédestre;Remise en forme;Autres activités d'entraide et de solidarité;Renforcement musculaire;Hip hop;Modern jazz;Du monde;Sportive;Volley-ball;Contemporaine;Arts plastiques;Couture, mode;Musiques du monde";23 rue Raymond Poincaré;33100;Bordeaux;https://centresanimationbordeaux.fr;1963
W332000813;Coqs Rouges Bordeaux;CRB;Les Coqs Rouges, c’est une association historique du centre-ville de Bordeaux. Créée en 1891, elle demeure encore aujourd’hui, un vecteur important de lien social du centre-ville bordelais, de par sa dynamique sur les plans sportif et culturel, et ses valeurs spirituelles. Notre association offre une large palette d’activités sportives, culturelles et artistiques, pour petits et grands, en compétition ou loisir.;Validée;2013-12-13;BORDEAUX;"Football;Hockey en salle;Autres activités petite enfance et enfance;Eveil multisports;Tennis;Tennis de table;Natation;Aquagym;Sports sous-marins;Judo et disciplines associées;Karaté et disciplines associées;Gymnastique acrobatique;Sportive;Du monde;Modern jazz;De salon;Renforcement musculaire;Pilates;Yoga;Détente;Taï Chi Chuan;Qi Gong;Relaxation, sophrologie;Activités péri et extra scolaires;Centres de loisirs;Autres activités jeunesse et vie étudiante;Jazz;Théâtre;Arts plastiques;Jeux de société;Futsal;Basket-ball;Encadrement, garde d'enfant;Hip hop;Musiques actuelles;Baby-foot;Self défense;Remise en forme;Maisons de quartier;Autres activités pour la vie de quartier;Couture, mode";14 Place Sainte-Eulalie;33000;BORDEAUX;http://www.coqsrouges.fr/;1907
W751063470;Médecins du Monde;MDM;Association humanitaire de solidarité internationale;Validée;2008-05-18;PARIS;Autres activités d'entraide et de solidarité;2 rue Charlevoix de Villers;33300;BORDEAUX;;1980
W751172371;Salsa With S;SWS ou Sws;L’association a pour objet l’éveil et l’expression corporelle dans les danses latines et tropicales.;Validée;2006-09-01;Bordeaux;"Eveil multisports;Autres activités de bien-être";62 bis rue Paul Antin;33800;Bordeaux;;2006
W332001065;Alter Insertion;;Alter Insertion est une association d'intermédiation et de gestion locative reconnue d'intérêt général et qui a pour objet de susciter, faciliter ou participer à toute initiative en faveur de l'insertion en milieu ordinaire de personnes handicapées / cérébrolésées sur la Gironde mais aussi sur le territoire national.;Validée;2013-11-07;Bordeaux;Habitat, logement;30 rue du Commerce;33800;Bordeaux;http://www.alterinsertion.org/;2006
W332020797;Local'Attitude : du jardin à l'épicerie;Local'Attitude;"Face à la précarité grandissante des populations des quartiers nord de Bordeaux, depuis 2012, habitants, bénévoles et équipes des 3 centres sociaux
(GP Intencité, Foyer Fraternel et Bordeaux Nord) ont souhaité voir naître un nouveau lieu ouvert à tous, afin d’apporter une réponse pour faire face aux enjeux liés à l'alimentation et favoriser la mixité et le lien social";Validée;2017-06-03;Bordeaux;Autres activités d'entraide et de solidarité;5 rue Etienne Huyard;33300;BORDEAUX;;2016
w332008162;Avant Garde Jeanne d'Arc;AGJA;Club omnisports : 77 activités sportives et culturelles - 6 accueils de loisirs;Validée;1907-12-16;Bordeaux;"Basket-ball;Football;Echecs;Handball;Tennis;Volley-ball;Aïkido;Capoeira;Détente;Gymnastique volontaire;Qi Gong;Randonnée raquettes;Athlétisme;Karaté et disciplines associées;Relaxation, sophrologie;Yoga;Autres jeux;Jeux de société;Multimédia (informatique, numérique, photographie, vidéos, etc.);Sculpture, peinture;Théâtre;Self défense;Marche nordique;Eveil multisports;Randonnée pédestre;Modern jazz;Du monde;Autres activités de bien-être;Education thérapeutique;Couture, mode";8 rue Gambetta;33200;Bordeaux;http://www.agja.org/;1907
w332021981;Association Kurde Rojava Gironde;;L'association KURDE ROJAVA GIRONDE se charge d'organiser, d'initier et de soutenir les activités suivantes : accueil, accompagnement de migrants, réfugiés et autres, favoriser leur intégration par des actions éducatives, culturelles et sportives. Elle organise des manifestations, des collectes en vue de financer ces actions.;Validée;2017-04-29;Bordeaux;Cultures régionales;38, rue raymond poincaré;33100;Bordeaux;;2017
W332005845;Organ'Phantom;;Organ’Phantom s’implique dans le tissu culturel bordelais depuis 10 ans en produisant des concerts de musique à tendance électronique. En 2012, l’association créée le festival Écho À Venir qui mêle musiques actuelles et arts numériques, et intègre une place importante pour une création originale sur chaque édition. En 2018, Organ’Phantom lance ses premiers ateliers d’éveil électronique, notamment avec Little Bits.;Validée;2008-02-15;Bordeaux;Cinéma/Vidéo;9 rue des Capérans;33000;Bordeaux;;2008
W332020114;Comité de quartier et des fêtes de la Bastide;UDCOF33-BASTIDE;Notre comité a pour vocation d'aider les gens au quotidien, d'être un lien entre la municipalité, les institutions locales et régionales, ainsi qu'avec tous les habitants du quartier de la Bastide (l'urbanisme et la construction, les transports, les fêtes et les animations locales, les projets divers, etc....) d'organiser toutes fêtes locales, foraines et diverses animations. Participation aux conseils de quartier.;Validée;2016-05-10;Bordeaux;Comités de quartier;52 rue Béranger;33100;Bordeaux;http://www.bordeaux-bastide.net;1987
W332010756;Compagnie Leitmotiv;;"La Compagnie Leitmotiv à Bordeaux a pour vocation d'être la compagnie de toutes et de tous, permettant à tout le monde de pratiquer une activité théâtrale.
Théâtre Humour ou théâtre plus traditionnel, nos cours vous sont ouverts. En scène !";Validée;2014-06-23;Bordeaux;Théâtre;84 rue Amédée Saint Germain;33800;Bordeaux;http://www.compagnie-leitmotiv.com;2010
W332018349;La Maison des Familles de Bordeaux;MdF;La Maison des Familles est une maison ouverte aux familles et habitants du quartier, gratuit. Elle se veut un lieu de répit et de lien, où le vivre ensemble, le respect de l'autre dans sa différence est une valeur. Un lieu où le parent est le premier éducateur de son enfant et enfin un lieu où les projets collectifs peuvent voir le jour.;Validée;2015-02-19;Bordeaux;Associations de quartier;107-109 rue Kleber;33800;Bordeaux;;2015
W332008832;Périphéries Productions;;Ateliers de productions audiovisuelles, promouvoir la production de documents vidéo, ou cinématographiques, et de rechercher les financements et concours nécessaires pour leur production, assurer la production (production déléguée et exécutive) et la distribution par tous moyens existants, organiser ou assurer des formations dans le domaine du cinéma et de la vidéo, éducation à l'image en milieu scolaire, insertion.;Validée;2009-05-19;Cenon;Cinéma/Vidéo;rue Aristide Briand;33150;Cenon;http://www.periph-prod.com;1997
W332000890;Maison du diabète, de la nutrition, de l'obésité et du risque cardiovasculaire;MDN;Prévention santé auprès de tout public sur les facteurs de risques et maladies cardiovasculaires (diabète, surpoids, obésité, maladies cardiovasculaires).;Validée;2014-04-07;Bordeaux;"Promotion de la santé;Accompagnement des patients;Education thérapeutique";84 bis avenue Thiers;33100;Bordeaux;http://www.maisondiabetebordeaux.wordpress.com;2000
W332019424;La Tribune Montesquieu;;La Tribune Montesquieu est une association étudiante ayant pour objectif de libérer la parole par l'écriture, l'éloquence et le débat. Nous éditons un journal rédigé par les étudiants, organisons des procès fictifs, participons au championnat de France de débat et d'éloquence et organisons des ateliers théâtre/improvisation chaque semaine.;Validée;2016-09-30;Pessac;"Littérature;Associations étudiantes";Université de Bordeaux - 16 avenue Léon Duguit;33608;Pessac;;2014
W332014642;Anje Aquitaine;;Association de promotion de l’entrepreneuriat et de soutien aux porteurs de projets et jeunes entrepreneurs.;Validée;2015-03-06;Bordeaux;"Autres activités pour l'emploi, l'insertion professionnelle, la formation;Formation, formation continue, apprentissage";19 rue du Chai des Farines;33000;Bordeaux;https://www.anje-aquitaine.fr/;2012
W332021773;Dans son envol;;L'association loi 1901 Dans son envol dispense des ateliers de danse : éveil, initiation, danse classique et danse contemporaine pour les enfants, les adolescents et les adultes, ainsi que des ateliers d'art-thérapie (danse, chant, écriture, peinture, etc.). L'art-thérapie s'adresse à des personnes atteints de handicaps, pathologies, maladies ou troubles de la communication, de la relation, etc.;Validée;2017-04-24;Bordeaux;"Contemporaine;Autres activités de bien-être";3 rue Antoine Monier;33000;Bordeaux;;2017
W332003707;Association pour le don de sang benevole de Bordeaux et environs;;Promouvoir le don de sang bénévole. Accueillir et informer les donneur de sang.;Validée;2019-01-19;BORDEAUX;Dons (de sang, d'organes, de moelle, etc.);Residence de la mairie;33130;Bègles;;1957
W332020870;Bout à Bout;BAB;Bout à Bout a pour but d’accompagner, promouvoir, réaliser et diffuser des productions audiovisuelles. L'association souhaite également favoriser les rencontres artistiques par la mise en place de projets éducatifs et d’événements publics. Il est ancré dans les valeurs de l’association Bout à Bout de s'inscrire dans des initiatives locales et des projets socio-culturels.;Validée;2018-09-20;Bordeaux;"Cinéma/Vidéo;Musiques actuelles";38 rue Peyronnet;33800;Bordeaux;;2016
W332006149;Comité Tondu Carreire;;Organiser et animer des manifestations festives au sein du quartier.;Validée;2016-04-26;Bordeaux;"Comités de quartier;Amicales - Confréries - Clubs";30 rue Alfred Smith;33000;BORDEAUX;;1929
W332021534;La flambée;;L'association a pour objet la mise en œuvre de projets à vocation artistique et/ou d'éducation populaire, dans un cadre amateur ou professionnel, comprenant la création, la diffusion, la production et la médiation d'objets artistiques ou d'autres types d'actions culturelles. L'association vise à rassembler différentes esthétiques à travers un fonctionnement collectif et mutualisé.;Validée;2017-03-10;Bordeaux;Théâtre;140 cours de la Marne;33800;Bordeaux;;2017
W442014968;Astropophe;;La Cie Astropophe a pour objet de produire, par le biais de diverses pratiques culturelles et plus particulièrement artistiques, des projets centrés autour du spectacle vivant et de l’audiovisuel. L'association agit également dans le domaine de l'action sociale, culturelle et éducative. Elle a pour but l'accompagnement de jeunes par le biais d’ateliers théâtre.;Validée;2017-10-08;Bordeaux;Théâtre;34 rue du manège;33800;Bordeaux;;2015
w332004694;Officiel commerce Solidaire & réseaux;OCS;Fabriquer, vendre et distribuer les produits de l'association, afin de reverser d'une manière systématique, 25% des bénéfices réalisé, en solidarité à d'autres associations caritative et/ou humanitaire.;Validée;2007-06-25;Talence;Autres activités d'entraide et de solidarité;20, rue Marc Sangnier,;33400;Talence;;2007
W343001023;Association nationale le Refuge;;L'association le Refuge a pour objet de prévenir et lutter contre l'isolement et le suicide des jeunes LGBT, de 18 à 25 ans, victimes d'homophobie ou de transphobie, et en situation de rupture familiale. Elle héberge et accompagne ces jeunes vers leur reconstruction émotionnelle et matérielle.;Validée;2010-11-13;Bordeaux;Accueil et hébergement d'urgence;35 rue des Menuts;33000;Bordeaux;https://www.le-refuge.org/;2003
W332008301;Comité des médailles jeunesse, sports et engagement associatif de la Gironde;CDMJSEA 33;"Promouvoir le sport et le bénévolat ; faire pratiquer le sport au plus grand nombre et susciter un bénévolat au service des sports ; regrouper toutes les personnes titulaires d'une distinction officielle décernée par le Ministère de la Jeunesse, des Sports et de la Vie Associative  et les personnes honorées par le Comité Départemental ; maintenir des liens de solidarité et d'amitié ; valorisation du Bénévolat.";Validée;2017-02-11;Bordeaux;Autres activités de citoyenneté;153 rue David Johnston;33000;Bordeaux;http://www.cdmjsea-gironde.fr;
W332023150;Association culturelle Trésors d'Iran;ACTIran;Contribution à la promotion de la civilisation iranienne et à la diffusion des cultures d’Iran ainsi que la contribution au développement et à la promotion de la production intellectuelle et culturelle liée à l’ensemble des questions culturelles d’Iran en France et à l'étranger. Contribution à la promotion de l’intégration et la cohésion sociale à travers des projets d’entraide et des actions humanitaires.;Validée;2018-02-25;Mérignac;"Patrimoine;Littérature;Musiques du monde;Cinéma/Vidéo;Du monde;Cultures régionales;Autres activités d'entraide et de solidarité";55 avenue du Maréchal de Lattre de Tassigny;33700;Mérignac;;2018
W332002503;Académie Musicale Bordeaux Aquitaine;;Favoriser l'éducation musicale et artistique et d'en promouvoir les pratiques par l'organisation de stages, concerts, spectacles, productions musicales individuelles et collectives, concours musicaux, cours collectifs et individuels de piano et d'instruments de musique d'orchestre symphonique, musique de chambre, formation musicale, chorale, danse, théâtre, conférences, toutes activités culturelles et artistiques.;Validée;2006-12-02;Bordeaux Cedex;"Classique;Musique;Musiques du monde;Contemporaine;Musiques expérimentales;Jazz;Danse;Modern jazz;Contemporaine;Hip hop;Du monde;Théâtre;Photos;Arts visuels;Cirque;Cultures régionales";71 avenue du Parc de Lescure;33035;Bordeaux Cedex;http://www.stagemusicalcotebasque.fr;2006
W332023202;Maison de santé naturelle;AMDSN;Arrêtez de courir de la une porte a une autre, ici vous trouvez des informations et des adresse que peuvent vous être utile dans toute votre vie generale: comme la formation que vous le désirez autant et que pouvez avoir accès que avec votre carte vitale. - Comme les adresse des hébergement gratuites, ou pour obtenir des colis alimentaires, ou des soins gratuites , même si vous n'avez pas de papiers, prix du 0 e à 33;Validée;2018-03-03;Eysines;Autres activités de prévention;12 rue de Treytins rés haut hippodrome;33320;Eysines;https://nonprofit.maisondesantenaturelle.com/;2018
W332019170;Compagnie Crazy R;;Ecole de Trapèze Volant qui rend accessible l'art du trapèze volant à la pratique amateur et professionnelle. Nous promouvons également toutes les activités en rapport avec les arts de la piste, de la rue, de la scène, du spectacle vivant en créant et participant à des projets et manifestations culturels, artistiques, socio-éducatifs, caritatives, de loisirs, à des échanges internationaux et nationaux.;Validée;2015-10-15;Bordeaux;Cirque;286 boulevard Alfred Daney;33300;Bordeaux;http://www.compagniecrazyr.com;2015
W332018087;L'ère H;;"Aider les étudiants et les jeunes diplômés dans la recherche d'un stage, emploi à travers l'élaboration d'un réseau social et professionnel ; fédérer les professionnels et les étudiants en permettant de créer du lien entre les anciennes promotions, la promotion en cours et les professeurs intervenants dans l'enseignement des ressources humaines.";Validée;2018-05-23;Bordeaux;Autres activités pour l'emploi, l'insertion professionnelle, la formation;35 Avenue Abadie;33000;Bordeaux;https://lereh.jimdo.com/;2014
W863002370;La Polka;;La production de spectacles vivants et la mise en place de stages de formation artistiques.;Validée;2016-06-10;Bordeaux;Théâtre;22 rue de Sète;33800;Bordeaux;;2003
W332021306;Sophrologie Bastide;;Cette association a pour objet de faire découvrir la sophrologie et promouvoir le bien être et l'épanouissement personnel à travers la découverte et la pratique de techniques (respiration, mouvements doux et visualisation) favorisant la relaxation, le développement personnel, la confiance en soi, la gestion des émotions, sous forme de séances collectives ou d'ateliers pour les adultes, enfants, adolescents.;Validée;2017-02-06;Bordeaux;Relaxation, sophrologie;12 rue Cenac;33100;Bordeaux;;2017
w751225710;Pacte Finance-Climat / Gironde;;L'association Pacte Finance-Climat/Gironde a pour objectif de sensibiliser le plus grand nombre de nos concitoyens au dérèglement climatique, mais aussi aux solutions concrètes et possibles en promouvant l'adoption d'un traité européen qui finance sur le long terme la transition énergétique. Soutenu par des personnalités de tous horizons et par de nombreuses associations, PFC est transpartisan et européen.;Validée;2017-11-02;Bordeaux;Ecologie;5, rue de la Rousselle;33000;Bordeaux;https://climat-2020.eu/fr/;2014
W332004919;Fédération Française des Métiers de l'Assistanat et du Secrétariat;FFMAS Gironde;"Fédérer, représenter les professionnels de la fonction ""secrétariat - assistanat"" généralistes ou spécialisés, office-managers, adjoints de direction afférents aux métiers du champ professionnel ""gestion - administration"" (TPE, PME, multinationales, public, privé, indépendants) ainsi que les responsables de l'enseignement et les apprenants. Promouvoir, valoriser le métier, accompagner les professionnels concernés.";Validée;2013-12-12;BORDEAUX;"Activités tertiaires et services aux entreprises;Autres activités éducatives;Autres activités pour l'emploi, l'insertion professionnelle, la formation";14 allée des tilleuls;33127;Martignas sur Jalle;http://www.ffmas.com;1995
W332020525;NDG Home;;Encourager l'entrepreneuriat des jeunes diplômés.;Validée;2016-08-19;Libourne;Autres activités jeunesse et vie étudiante;29 rue Adèle Esquiros;33500;Libourne;;2016
W332019062;Ukraine Amitié;UA;"L’association a pour objet de promouvoir et valoriser l’image de l’Ukraine en France mais aussi de : favoriser le développement de coopération culturelle entre l’Ukraine et la France ; mener et soutenir des projets caritatifs et humanitaires, à destination de l’Ukraine ; fédérer les Ukrainiens de Bordeaux et plus largement du sud-ouest autour de différents projets.";Validée;2015-09-06;Bordeaux;"Cultures régionales;Solidarité internationale, associations caritatives";106 rue Léon Blum;33300;Bordeaux;http://www.ukraineamitie.free.fr;2015
W332002388;Restos du coeur de Gironde;;Apporter une assistance bénévole aux personnes démunies, notamment dans le domaine alimentaire par l’accès à des repas gratuits et par la participation à leur insertion sociale et économique, ainsi qu’à toute action contre la pauvreté sous toutes ses formes.;Validée;2007-09-28;Bruges;Aide à la personne;Rue Robert Mathieu;33521;Bruges;https://ad33.restosducoeur.org/;1987
W332016640;Association pour une éducation buissonnière;APEB;Mettre à la disposition de tous des accueils collectifs de mineurs. Proposer des activités se rapportant directement ou indirectement à l'éducation, la formation, la culture, le sport et le loisir.;Validée;2014-02-18;Bordeaux;"Centres de loisirs;Autres activités petite enfance et enfance";296 avenue Pasteur;33185;Le Haillan;http://www.apeb33.com;2014
w332008642;Collectif jesuisnoirdemonde;;"Le Collectif a pour objet la recherche et la création artistiques, la production et la diffusion de spectacles vivants, la conduite d’actions culturelles, la sensibilisation
aux pratiques artistiques afin de combattre la fatalité et les discriminations sociales.";Validée;2014-07-18;Lormont Cedex;Théâtre;4 bis avenue du Professeur Vincent;33305;Lormont Cedex;http://www.jesuisnoirdemonde.fr;2009
W332019691;Le Nom Lieu;;Le Nom Lieu a pour objet l'accueil et l'accompagnement d'enfants et de jeunes adultes en souffrance psychique et/ou en situation d'exclusion sociale, afin de faciliter, à eux et à leur famille, une insertion dans la vie sociale et professionnelle. La structure propose des temps d'accueil et des ateliers ainsi que des actions de sensibilisation afin de lutter contre les inégalités et les discriminations.;Validée;2016-02-07;Bordeaux;"Autres activités pour l'emploi, l'insertion professionnelle, la formation;Aide à la personne";12 rue des Faussets;33000;Bordeaux;https://lenomlieu.wordpress.com/accueil/;2016
W332007236;Récup'R;;Récup'R est un atelier participatif et solidaire qui incite à l'auto-réparation en mécanique vélo et en couture. Son but est la réduction des déchets par le réemploi. Cette recyclerie donne à ses adhérents l'accès à des outils, du matériel d'occasion et des conseils. Récup'R propose également différentes animations : vélos rigolos, atelier mobile cycle, création couture, sensibilisation à l'environnement.;Validée;2008-10-07;Bordeaux;Ressourceries, recyclage;206 rue Carle Vernet;33800;Bordeaux;http://recupr.org/;2008
W332008157;Association pour le développement de l'orientation personnelle et professionnelle;ADORA;L'association Adora mobilise un réseau de professionnels et d'entreprises au service des acteurs de l'orientation, de l'emploi, de l'insertion et de la formation pour permettre à chaque individu de choisir une voie, des études, un parcours.;Validée;2016-02-04;Bordeaux;Accompagnement à l'insertion professionnelle;20 rue de Grassi;33000;Bordeaux;http://www.adora-orientation.org/;2003
W332009842;Partage Bordeaux Gironde;;Sensibiliser aux actions de partage, au bénéfice des enfants menacés dans leur développement, sur la base de leurs droits fondamentaux. Faire connaître le parrainage comme moyen de leur venir en aide. Engager des actions propres à recueillir des fonds permettant de financer les programmes de nos partenaires.;Validée;2009-12-05;Bordeaux;Solidarité internationale, associations caritatives;324 chemin du Bois d'Aubigney;33290;Le Pian Médoc;http://www.bordeaux.partage.org;2009
W332015953;Les Ratons Guincheurs;;Les Ratons Guincheurs est un collectif réunissant des professionnels de la communication, de l’événementiel, des artistes et des acteurs culturels, pour des projets créatifs et positifs. Le partage d’expérience et le soutien aux indépendants qui osent entreprendre sont aussi au centre de nos préoccupations. Nous répondons aux besoins en communication des associations et des petits budgets grâce à tous nos membres.;Validée;2018-06-14;Bordeaux;Cultures régionales;6-8 rue de Mérignac;33000;Bordeaux;http://lesratonsguincheurs.fr/;2013
W332021317;ArtSound Promotion;;ArtSound Promotion se veut être une association dynamique et passionnée, ses objectifs sont de promouvoir l’art et la musique sous toutes ses formes. Elle s’est également engagée dans un projet de Pôle Artistique Culturel : LOrbit’All, à travers lequel elle souhaite pouvoir accueillir ses adhérents dans un espace dédié afin de développer ses activités et offrir un lieu d’échange et de partage.;Validée;2017-02-07;Bègles;"Musiques actuelles;Art urbain;Hip hop;Arts plastiques;Photos;Musiques du monde;Arts de la rue;Bricolage, jardinage, décoration;Sculpture, peinture;Autres activités manuelles et cours";356 route de Toulouse;33130;Bègles;http://www.artsoundpromotion.com;2017
w332010015;Quetzalcoatl;;L'association propose des spectacles et des ateliers théâtre en anglais pour les enfants, les jeunes et les adultes.;Validée;2018-04-30;Floirac;Théâtre;13 rue des Pêcheurs;33270;Floirac;https://www.assoquetzalcoatl.com/;
W332021510;Bôyé-Pâh;;L'association Bôyé-Pâh a pour objet de promouvoir et valoriser la culture et les arts africains, notamment de la Côte d'Ivoire. Elle propose notamment des ateliers de danse enfants et adultes en danses traditionnelles d'Afrique de l'ouest, afro-décalé et afro-contemporain et organise des événements autour de la danse et de la création.;Validée;2017-03-15;Bordeaux;Du monde;13 rue Charles Domercq;33800;Bordeaux;;2017
W332015920;Chemins de vies;;Le but de notre association est de rassembler des praticiens qui se consacrent au mieux être de l'individu par diverses méthodes hors pratiques conventionnelles. Chaque membre est déclaré et reconnu comme professionnel. L'objectif final est de faire profiter à tout un chacun de ce réseau.;Validée;2013-09-05;Bordeaux;Autres activités de bien-être;114 avenue Thiers;33100;Bordeaux;http://cheminsdevies.fr;2013
W332012042;Association Kalina'Go;ASS KALINA'GO;Promotion et diffusion des arts et cultures tropicales et d'Outremer en France et/ou à l'étranger dans le cadre d'événementiels, de cours de danses, ainsi que le soutien à l'émergence artistique et culturelle des artistes auteurs et des porteurs de projets culturels, artistiques ou pédagogiques, sans que cette liste soit exhaustive par notamment la création et l'organisation d'événements de quelque nature que ce soit;Validée;2016-12-17;Bordeaux;"Cultures régionales;Du monde";Athénée municipal 1 place Joseph Wresinski;33000;Bordeaux;https://kalinagoblog.blogspot.com/;2014
W332012974;L’esprit Gambetta;;"Développement du lien social dans le quartier Gambetta de Bordeaux : création d'une commission des commerçants et pérennisation de la communication. 
Protection du patrimoine et bon partage de l’espace public : lutte contre les pollutions atmosphériques et sonores, valorisation du patrimoine architectural et paysagé et vigilance sur le respect des réglementations pour faciliter le bien vivre ensemble.";Validée;2018-02-07;Bordeaux;Associations de quartier;1 rue du Palais Gallien;33000;Bordeaux;http://sosplacegambetta.fr;2011
W332008803;Cercle Philatélique Bordeaux Aquitaine;CPBA;Association philatélique (collection de timbres) et marcophile (marques postales) atteignant une dizaine d'années d'existence forte de 160 membres actifs. Cette association est ouverte à tous les philatélistes débutants ou confirmés, de tous les âges. Ses adhérents ont la possibilité de se réunir pour échanger et chercher des pièces manquantes à leurs collections, 4 samedis par mois.;Validée;2009-07-21;Pessac;Amicales - Confréries - Clubs;14 rue des Ibis;33600;Pessac;;2009
w332005265;La vie à domicile - Maison de la santé et des aidants;;L'association se définit comme une plateforme de services à domicile qui permet l'orientation dans une filière de soin et d'aide, intégrée et complémentaire. Elle propose une réponse graduée aux besoins des personnes fragilisées par l'âge, la dépendance, le handicap ou la maladie. Elle accompagne et soutient les aidants en offrant des services innovants et de répit.;Validée;2011-01-30;Mérignac;Aide aux familles des malades;255 avenue du Marechal De lattre de Tasigny;33200;Bordeaux;http://www.viesantemerignac.fr;1985
W332004936;Fédération Sportive et Culturelle de France Comité Départemental de la Gironde;FSCF CD33;Le comité a pour objet de favoriser, dans le cadre d'une ouverture à tous, une éducation de la jeunesse dans le cadre d'activités sportives, culturelles et de loisirs.;Validée;2016-10-01;Bordeaux;Loisirs;6 rue de Ségur;33000;Bordeaux;https://www.fscf.asso.fr/fscf-cd-gironde;1907
W751095332;Groupement des éducateurs sans frontières;GREF;Association de solidarité internationale dans le domaine de l'éducation.;Validée;1996-06-16;Ivry-sur-Seine;Autres activités éducatives;99 boulevard Albert 1er;33800;Bordeaux;;1990
W336000816;Association Danza Evolucion;;"Danza Evolucion est une association loi 1901 qui a pour but de promouvoir la danse dans toute sa diversité sur le Bassin d'Arcachon à Biganos.
Ori Tahiti (danse polynésienne) avec sa troupe Manava Ori Tahiti , Boogie-woogie, Sévillanes, Bachata Reggaeton et Ukulélé !";Validée;1995-01-20;Biganos;Du monde;106 Rue Joseph cruchon;33380;Biganos;http://www.danzaevolucion.fr/m/;1995
W332012587;Arts Martiaux Traditionnels Bordelais;AMTB;L'association Arts Martiaux Traditionnels Bordelais a pour objet la pratique de la méthode Wa-Jutsu, issue des arts martiaux traditionnels japonais et pratiquée dans l'esprit traditionnel du Budo. Cette méthode est non compétitive, ne nécessite pas d'aptitudes physiques particulières. La progression est adaptée à tous les âges, depuis les enfants à partir de 6 ans jusqu'aux adultes vétérans.;Validée;1999-07-31;Bordeaux;Self défense;6, rue Lavoisier;33200;Bordeaux;http://www.arts-martiaux-traditionnels-bordeaux.fr/;1999
W332010775;Collectif Bordeaux Marinopole;;Promouvoir la mémoire maritime de Bordeaux.;Validée;2018-04-04;Bordeaux;"Patrimoine;Cultures régionales";31 rue Borie;33000;Bordeaux;;2004
W332019647;Collectif BTP;;L'association rassemble aujourd'hui plus de 100 professionnels dans le domaine du BTP, de l’aménagement du territoire, de la construction et de l'immobilier, principalement sur Bordeaux Métropole mais aussi en Gironde. Au travers de l'association, les membres se rencontrent et développent leur réseau afin de faire connaître leur activité, d'échanger sur leur secteur et de partager et enrichir leurs connaissances.;Validée;2016-02-01;Bordeaux;Architecture, urbanisme;20 rue Lacour;33000;Bordeaux;http://www.collectifbtp.fr/;2016
W332019478;Les Pinsons;;L'association Les Pinsons gère l'Institut Pinsons (première structure passerelle d'accueil des 2/6 ans inspirée de l'approche éducative et pédagogique de Reggio Emilia et du modèle scandinave de la petite enfance) et les ateliers Let's (le meilleur des pédagogies actives - Montessori, Reggio, Fröbel - associés à nos ateliers ludo-éducatifs : Code et robotique, cuisine, jardinage, jeux de société, arts plastiques...);Validée;2015-12-15;Bordeaux;"Activités péri et extra scolaires;Autres activités petite enfance et enfance";6 rue Jean Bedouret;33100;Bordeaux;http://www.institutpinsons.com;2015
W332015171;60 000 Rebonds Nouvelle Aquitaine;;Accompagner les entrepreneurs post-liquidation à rebondir vers un nouveau projet professionnel. 60 000 Rebonds œuvre à changer le regard sur l'échec entrepreneurial.;Validée;2017-06-06;Bordeaux Cedex;Accompagnement à l'insertion professionnelle;EY - Hangar 16 - Entrée 1 quai de Bacalan;33070;Bordeaux Cedex;http://www.60000rebonds.com;2013
w332012387-005;Centres d'animation de Bordeaux - Centre d'animation Bordeaux Sud;;Les Centres d’animation de Bordeaux se composent aujourd’hui de 11 centres d’animation à vocation sociale et culturelle répartis sur les deux rives de Bordeaux. Le centre d’animation Bordeaux Sud propose un large panel d’activités en lien avec de nombreux partenaires.;Validée;2017-10-17;Bordeaux;"Accompagnement à la personne;Centres d'animation / Centres sociaux;Soutien scolaire;Centres de loisirs;Activités péri et extra scolaires;Aide aux familles;Formation, formation continue, apprentissage;Sculpture, peinture;Classique;Arts plastiques;Autres activités jeunesse et vie étudiante;Du monde;Gymnastique artistique;Pilates;Hip hop;Aide aux personnes en situation difficile (violences, maltraitance, discrimination, etc.)";13 rue du Professeur Devaux;33800;Bordeaux;https://centresanimationbordeaux.fr;1963
